Month,Week,Day,Session,Cat. Day,Type,Duration (min),Intensity %,Blocks,Block 1,Block 2,Block 3,Block 4
11,2,5,steady,333,polarized,60,70,1,1x2880s [continuous_with_bursts] [burst:every_10_minutes/7s],,,
11,3,1,intensity,442,infinity,45,85,3,4x120s/60s @0.85-1 [increasing] [pace:increasing] w:r=2 +60s/rd rest10s/rd,4x120s/120s @0.85-1.15 w:r=1 rest-30s/rd,1x300s @1.2-1.2,
11,3,2,steady,323,polarized,60,70,1,1x2160s [continuous_with_bursts] [burst:every_5_minutes/7s],,,
11,3,3,intensity,445,infinity,45,85,3,4x30s/30s @0.85-1 [increasing] [pace:increasing] w:r=1 +30s/rd rest10s/rd,3x180s/180s @0.85-1.15 w:r=1 rest-60s/rd,1x240s @1.2-1.2,
11,3,4,steady,342,flux_stages,40,70,1,1x1800s [progressive_flux_intensity] [flux:120s@0.75],,,
11,3,5,intensity,645,atomic,,,2,6x12s/48s @max_effort w:r=0.25,2x240s/120s @0.85-1 [continuous] [pace:increasing] w:r=2,,
11,4,1,steady,460,polarized,60,70,1,1x2880s [continuous_with_bursts] [burst:every_10_minutes/7s],,,
11,4,2,intensity,446,infinity,45,85,3,3x120s/120s @0.85-0.95 [increasing] [pace:increasing] w:r=1 +120s/rd rest10s/rd,6x90s/90s @0.85-1.15 w:r=1 rest-15s/rd,1x180s @1.2-1.2,
11,4,3,steady,384,flux,38,70,1,1x1800s [alternating_paces] [flux:120s@0.75],,,
11,4,4,intensity,257,hybrid_anaerobic,,,2,3x60s/120s @1.05-1.2 w:r=0.5,6x15s/45s @1.05-1.2 w:r=0.33,,
11,4,5,steady,450,polarized,60,70,1,1x2160s [continuous_with_bursts] [burst:every_5_minutes/7s],,,
12,1,1,time_trial,221,time_trial,10,0,1,1x600s @max_effort,,,
12,1,2,steady,403,polarized,60,70,1,1x1800s [continuous_with_bursts] [burst:every_5_minutes/7s],,,
12,1,3,intensity,262,hybrid_anaerobic,,,2,4x60s/120s @1.05-1.2 w:r=0.5,5x30s/90s @1.05-1.2 w:r=0.33,,
12,1,4,steady,347,flux_stages,40,70,1,1x2160s [progressive_flux_intensity] [flux:120s@0.75],,,
12,1,5,intensity,449,infinity,45,85,3,3x60s/60s @0.85-0.95 [increasing] [pace:increasing] w:r=1 +120s/rd,4x180s/120s @0.85-1.15 w:r=1.5 rest-30s/rd,1x240s @1.2-1.2,
12,2,1,steady,413,polarized,60,70,1,1x2880s [continuous_with_bursts] [burst:every_10_minutes/7s],,,
12,2,2,intensity,267,hybrid_anaerobic,,,2,8x15s/45s @1.05-1.2 w:r=0.33,4x60s/120s @1.05-1.2 w:r=0.5,,
12,2,3,steady,428,flux,38,70,1,1x1620s [alternating_paces] [flux:105s@0.75],,,
12,2,4,intensity,646,atomic,,,2,7x12s/48s @max_effort w:r=0.25,5x120s/60s @0.85-1 [continuous] [pace:increasing] w:r=2,,
12,2,5,steady,393,polarized,60,70,1,1x2700s [continuous_with_bursts] [burst:every_7_minutes/7s],,,
12,3,1,intensity,271,hybrid_anaerobic,,,2,5x30s/90s @1.05-1.2 w:r=0.33,3x120s/180s @1.05-1.2 w:r=0.67,,
12,3,2,steady,383,polarized,60,70,1,1x1980s [continuous_with_bursts] [burst:every_5_minutes/7s],,,
12,3,3,intensity,277,hybrid_anaerobic,,,2,4x60s/120s @1.05-1.2 w:r=0.5,8x15s/45s @1.05-1.2 w:r=0.33,,
12,3,4,steady,345,flux_stages,40,70,1,1x1980s [progressive_flux_intensity] [flux:120s@0.75],,,
12,3,5,intensity,452,infinity,45,85,3,4x60s/60s @0.85-1 [increasing] [pace:increasing] w:r=1 +60s/rd,2x120s/120s @0.85-1.15 w:r=1 rest-60s/rd,1x300s @1.2-1.2,
12,4,1,steady,508,polarized,60,70,1,1x1980s [continuous_with_bursts] [burst:every_5_minutes/7s],,,
12,4,2,intensity,282,hybrid_anaerobic,,,2,5x60s/120s @1.05-1.2 w:r=0.5,6x30s/90s @1.05-1.2 w:r=0.33,,
12,4,3,steady,222,flux,40,70,1,1x1800s [alternating_paces] [flux:120s@0.75],,,
12,4,4,intensity,649,atomic,,,2,8x12s/48s @max_effort w:r=0.25,3x180s/120s @0.85-1 [continuous] [pace:increasing] w:r=1.5,,
12,4,5,steady,518,polarized,60,70,1,1x2700s [continuous_with_bursts] [burst:every_7_minutes/7s],,,
