day,type,month,duration_min,intensity_pct,block_count,block1,block2,block3,block4
320,flux_stages,16,32,70,1,"1x2340s [progressive_flux_intensity] [flux:75s@0.75]","","",""
321,time_trial,17,10,0,1,"1x600s @max_effort","","",""
322,flux_stages,17,36,70,1,"1x2160s [progressive_flux_intensity] [flux:90s@0.75]","","",""
323,polarized,17,60,70,1,"1x2160s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
324,anaerobic,17,36,0,1,"8x30s/150s @max_effort w:r=0.2","","",""
325,flux_stages,17,36,70,1,"1x2340s [progressive_flux_intensity] [flux:90s@0.75]","","",""
326,anaerobic,17,36,0,1,"10x20s/100s @max_effort w:r=0.2","","",""
327,flux_stages,17,36,70,1,"1x2520s [progressive_flux_intensity] [flux:90s@0.75]","","",""
328,endurance,17,50,70,1,"1x3000s @0.7-0.7","","",""
329,max_aerobic_power,17,36,95,1,"4x240s/240s @0.85-1.05 w:r=1","","",""
330,flux_stages,17,36,70,1,"1x2700s [progressive_flux_intensity] [flux:90s@0.75]","","",""
331,flux_stages,17,38,70,1,"1x1440s [progressive_flux_intensity] [flux:105s@0.75]","","",""
332,anaerobic,17,36,0,1,"8x30s/150s @max_effort w:r=0.2","","",""
333,polarized,17,60,70,1,"1x2880s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
334,flux_stages,17,38,70,1,"1x1620s [progressive_flux_intensity] [flux:105s@0.75]","","",""
335,interval,17,36,95,1,"20x75s/25s @0.8-1.1 w:r=3","","",""
336,anaerobic,17,36,0,1,"6x45s/225s @max_effort w:r=0.2","","",""
337,flux_stages,17,38,70,1,"1x1800s [progressive_flux_intensity] [flux:105s@0.75]","","",""
338,endurance,17,50,70,1,"1x3000s @0.7-0.7","","",""
339,max_aerobic_power,17,36,95,1,"10x90s/90s @0.85-1.05 w:r=1","","",""
340,flux_stages,17,38,70,1,"1x1980s [progressive_flux_intensity] [flux:105s@0.75]","","",""
341,time_trial,18,10,0,1,"1x600s @max_effort","","",""
342,flux_stages,18,40,70,1,"1x1800s [progressive_flux_intensity] [flux:120s@0.75]","","",""
343,polarized,18,60,70,1,"1x1980s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
344,anaerobic,18,36,0,1,"8x30s/150s @max_effort w:r=0.2","","",""
345,flux_stages,18,40,70,1,"1x1980s [progressive_flux_intensity] [flux:120s@0.75]","","",""
346,anaerobic,18,36,0,1,"10x20s/100s @max_effort w:r=0.2","","",""
347,flux_stages,18,40,70,1,"1x2160s [progressive_flux_intensity] [flux:120s@0.75]","","",""
348,endurance,18,55,70,1,"1x3300s @0.7-0.7","","",""
349,max_aerobic_power,18,36,95,1,"4x240s/240s @0.85-1.05 w:r=1","","",""
350,flux_stages,18,40,70,1,"1x2340s [progressive_flux_intensity] [flux:120s@0.75]","","",""
351,flux_stages,18,42,70,1,"1x2160s [progressive_flux_intensity] [flux:120s@0.75]","","",""
352,anaerobic,18,36,0,1,"8x30s/150s @max_effort w:r=0.2","","",""
353,polarized,18,60,70,1,"1x3060s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
354,flux_stages,18,42,70,1,"1x2340s [progressive_flux_intensity] [flux:120s@0.75]","","",""
355,interval,18,36,95,1,"20x80s/25s @0.8-1.1 w:r=3.2","","",""
356,anaerobic,18,36,0,1,"6x45s/225s @max_effort w:r=0.2","","",""
357,flux_stages,18,42,70,1,"1x2520s [progressive_flux_intensity] [flux:120s@0.75]","","",""
358,endurance,18,55,70,1,"1x3300s @0.7-0.7","","",""
359,max_aerobic_power,18,36,95,1,"12x90s/90s @0.85-1.05 w:r=1","","",""
360,flux_stages,18,42,70,1,"1x2700s [progressive_flux_intensity] [flux:120s@0.75]","","",""
361,time_trial,19,10,0,1,"1x600s @max_effort","","",""
362,devour,19,32,85,1,"6x60s/60s @0.9-0.9 [increasing] w:r=1 +60s/rd","","",""
363,polarized,19,56,70,1,"1x2160s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
364,flux,19,30,70,1,"1x1440s [alternating_paces] [flux:60s@0.75]","","",""
365,devour,19,34,85,1,"4x120s/120s @0.85-0.85 [increasing] w:r=1 +120s/rd","","",""
366,devour,19,36,85,1,"8x30s/30s @0.85-0.85 [increasing] w:r=1 +30s/rd","","",""
367,endurance,19,45,70,1,"1x2700s @0.7-0.7","","",""
368,flux,19,32,70,1,"1x1620s [alternating_paces] [flux:75s@0.75]","","",""
369,devour,19,38,85,1,"5x90s/90s @0.9-0.9 [increasing] w:r=1 +60s/rd","","",""
370,interval,19,36,85,1,"6x30s/90s @0.8-1.1 w:r=0.33","","",""
371,flux,19,34,70,1,"1x1800s [alternating_paces] [flux:90s@0.75]","","",""
372,devour,19,40,85,1,"5x60s/60s @0.9-0.9 [increasing] w:r=1 +60s/rd","","",""
373,polarized,19,58,70,1,"1x2520s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
374,ascending,19,24,90,1,"10x60s/60s @0.8-1.25 [pace:increasing] w:r=1","","",""
375,devour,19,42,85,1,"4x120s/120s @0.85-85 [increasing] w:r=1 +120s/rd","","",""
376,devour,19,42,85,1,"8x30s/30s @0.85-0.85 [increasing] w:r=1 +30s/rd","","",""
377,endurance,19,50,70,1,"1x3000s @0.7-0.7","","",""
378,flux,19,36,70,1,"1x1980s [alternating_paces] [flux:105s@0.75]","","",""
379,devour,19,42,85,1,"5x90s/90s @0.85-0.85 [increasing] w:r=1 +60s/rd","","",""
380,interval,19,38,85,1,"4x120s/180s @0.8-1.1 w:r=0.67","","",""
381,time_trial,20,10,0,1,"1x600s @max_effort","","",""
382,devour,20,38,85,1,"5x60s/60s @0.85-0.85 [increasing] w:r=1 +60s/rd","","",""
383,polarized,20,60,70,1,"1x1980s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
384,flux,20,38,70,1,"1x1800s [alternating_paces] [flux:120s@0.75]","","",""
385,ascending_devour,20,30,90,1,"5x60s/60s @0.8-1 [increasing] [pace:increasing] w:r=1 +60s/rd","","",""
386,devour,20,40,85,1,"4x120s/120s @0.9-0.9 [increasing] w:r=1 +120s/rd","","",""
387,endurance,20,50,70,1,"1x3000s @0.7-0.7","","",""
388,flux,20,40,70,1,"1x1980s [alternating_paces] [flux:120s@0.75]","","",""
389,ascending_devour,20,32,90,1,"4x120s/120s @0.75-0.975 [increasing] [pace:increasing] w:r=1 +120s/rd","","",""
390,interval,20,40,85,1,"8x30s/90s @0.8-1.1 w:r=0.33","","",""
391,flux,20,42,70,1,"1x2160s [alternating_paces] [flux:120s@0.75]","","",""
392,devour,20,42,85,1,"8x30s/30s @0.9-0.9 [increasing] w:r=1 +30s/rd","","",""
393,polarized,20,60,70,1,"1x2700s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
394,ascending,20,28,90,1,"10x30s/30s @0.9-1.3 [pace:increasing] w:r=1","","",""
395,ascending_devour,20,34,90,1,"8x30s/30s @0.75-1.1 [increasing] [pace:increasing] w:r=1 +30s/rd","","",""
396,devour,20,42,85,1,"5x90s/90s @0.85-0.85 [increasing] w:r=1 +60s/rd","","",""
397,endurance,20,55,70,1,"1x3300s @0.7-0.7","","",""
398,flux,20,42,70,1,"1x2340s [alternating_paces] [flux:120s@0.75]","","",""
399,ascending_devour,20,36,90,1,"5x90s/90s @0.85-1.05 [increasing] [pace:increasing] w:r=1 +90s/rd","","",""
400,interval,20,42,85,1,"5x120s/180s @0.8-1.1 w:r=0.67","","",""
401,time_trial,21,10,0,1,"1x600s @max_effort","","",""
402,devour,21,40,85,1,"5x60s/60s @0.85-0.85 [increasing] w:r=1 +60s/rd","","",""
403,polarized,21,60,70,1,"1x1800s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
404,flux,21,42,70,1,"1x2160s [alternating_paces] [flux:120s@0.75]","","",""
405,descending_devour,21,32,90,1,"5x120s/120s @0.9-0.9 w:r=1 rest-30s/rd","","",""
406,devour,21,42,85,1,"4x120s/120s @0.85-0.85 [increasing] w:r=1 +120s/rd","","",""
407,endurance,21,55,70,1,"1x3300s @0.7-0.7","","",""
408,flux,21,42,70,1,"1x2340s [alternating_paces] [flux:120s@0.75]","","",""
409,descending_devour,21,34,90,1,"4x180s/180s @0.9-0.9 w:r=1 +180s/rd rest-60s/rd","","",""
410,interval,21,42,85,1,"10x30s/90s @0.8-1.1 w:r=0.33","","",""
411,flux,21,42,70,1,"1x2520s [alternating_paces] [flux:120s@0.75]","","",""
412,devour,21,42,85,1,"8x30s/30s @0.85-0.85 [increasing] w:r=1 +30s/rd","","",""
413,polarized,21,60,70,1,"1x2880s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
414,ascending,21,30,90,1,"10x90s/90s @0.9-1.3 [pace:increasing] w:r=1","","",""
415,descending_devour,21,36,90,1,"6x150s/150s @0.9-0.9 w:r=1 rest-30s/rd","","",""
416,devour,21,42,85,1,"5x90s/90s @0.85-0.85 [increasing] w:r=1 +60s/rd","","",""
417,endurance,21,60,70,1,"1x3600s @0.7-0.7","","",""
418,flux,21,42,70,1,"1x2700s [alternating_paces] [flux:120s@0.75]","","",""
419,descending_devour,21,36,90,1,"5x120s/60s @0.9-0.9 w:r=2 +120s/rd rest-15s/rd","","",""
420,interval,21,42,85,1,"6x120s/180s @0.8-1.1 w:r=0.67","","",""
421,time_trial,22,10,0,1,"1x600s @max_effort","","",""
422,infinity,22,42,85,3,"4x60s/60s @0.85-1 [increasing] [pace:increasing] w:r=1 +60s/rd","2x120s/120s @0.85-0.9 w:r=1 rest-60s/rd","1x240s @1.2-1.2",""
423,max_aerobic_power,22,30,85,1,"4x240s/240s @0.85-1.05 w:r=1","","",""
424,flux,22,36,70,1,"1x1440s [alternating_paces] [flux:90s@0.75]","","",""
425,infinity,22,44,85,3,"6x30s/30s @0.85-1.1 [increasing] [pace:increasing] w:r=1 +30s/rd","3x90s/90s @0.85-0.95 w:r=1 rest-30s/rd","1x300s @1.2-1.2",""
426,infinity,22,45,85,3,"4x120s/60s @0.85-1 [increasing] [pace:increasing] w:r=2 +60s/rd","4x120s/120s @0.85-1 w:r=1 rest-30s/rd","1x180s @1.2-1.2",""
427,max_aerobic_power,22,32,85,1,"8x90s/90s @0.85-1.05 w:r=1","","",""
428,flux,22,38,70,1,"1x1620s [alternating_paces] [flux:105s@0.75]","","",""
429,infinity,22,45,85,3,"4x30s/30s @0.85-1 [increasing] [pace:increasing] w:r=1 +60s/rd","3x180s/180s @0.85-0.95 w:r=1 rest-60s/rd","1x240s @1.2-1.2",""
430,polarized,22,56,70,1,"1x2340s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
431,endurance,22,45,70,1,"1x2700s @0.7-0.7","","",""
432,infinity,22,45,85,3,"3x120s/120s @0.85-0.95 [increasing] [pace:increasing] w:r=1 +120s/rd","6x90s/90s @0.85-1.1 w:r=1 rest-15s/rd","1x300s @1.2-1.2",""
433,max_aerobic_power,22,34,85,1,"5x180s/180s @0.85-1.05 w:r=1","","",""
434,flux,22,40,70,1,"1x1800s [alternating_paces] [flux:120s@0.75]","","",""
435,infinity,22,45,85,3,"3x60s/60s @0.85-0.95 [increasing] [pace:increasing] w:r=1 +120s/rd","4x180s/120s @0.85-1 w:r=1.5 rest-30s/rd","1x240s @1.2-1.2",""
436,infinity,22,45,85,3,"4x60s/60s @0.85-1 [increasing] [pace:increasing] w:r=1 +60s/rd","2x120s/120s @0.85-1.15 w:r=1 rest-60s/rd","1x180s @1.2-1.2",""
437,max_aerobic_power,22,36,85,1,"18x30s/30s @0.85-1.05 w:r=1","","",""
438,flux,22,42,70,1,"1x1980s [alternating_paces] [flux:120s@0.75]","","",""
439,infinity,22,45,85,3,"60x30s/30s @0.85-1.1 [increasing] [pace:increasing] w:r=1 +30s/rd rest10s/rd","3x90s/90s @0.85-1.15 w:r=1 rest-30s/rd","1x239s @1.2-1.2",""
440,polarized,22,58,70,1,"1x2700s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
441,time_trial,23,10,0,1,"1x600s @max_effort","","",""
442,infinity,23,45,85,3,"4x120s/60s @0.85-1 [increasing] [pace:increasing] w:r=2 +60s/rd rest10s/rd","4x120s/120s @0.85-1.15 w:r=1 rest-30s/rd","1x300s @1.2-1.2",""
443,max_aerobic_power,23,36,85,1,"4x240s/240s @0.85-1.05 w:r=1","","",""
444,flux,23,42,70,1,"1x1800s [alternating_paces] [flux:120s@0.75]","","",""
445,infinity,23,45,85,3,"4x30s/30s @0.85-1 [increasing] [pace:increasing] w:r=1 +30s/rd rest10s/rd","3x180s/180s @0.85-1.15 w:r=1 rest-60s/rd","1x240s @1.2-1.2",""
446,infinity,23,45,85,3,"3x120s/120s @0.85-0.95 [increasing] [pace:increasing] w:r=1 +120s/rd rest10s/rd","6x90s/90s @0.85-1.15 w:r=1 rest-15s/rd","1x180s @1.2-1.2",""
447,max_aerobic_power,23,36,85,1,"10x90s/90s @0.85-1.05 w:r=1","","",""
448,flux,23,42,70,1,"1x1980s [alternating_paces] [flux:120s@0.75]","","",""
449,infinity,23,45,85,3,"3x60s/60s @0.85-0.95 [increasing] [pace:increasing] w:r=1 +120s/rd","4x180s/120s @0.85-1.15 w:r=1.5 rest-30s/rd","1x240s @1.2-1.2",""
450,polarized,23,60,70,1,"1x2160s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
451,endurance,23,50,70,1,"1x3000s @0.7-0.7","","",""
452,infinity,23,45,85,3,"4x60s/60s @0.85-1 [increasing] [pace:increasing] w:r=1 +60s/rd","2x120s/120s @0.85-1.15 w:r=1 rest-60s/rd","1x300s @1.2-1.2",""
453,max_aerobic_power,23,36,85,1,"3x300s/300s @0.85-1.05 w:r=1","","",""
454,flux,23,42,70,1,"1x2160s [alternating_paces] [flux:120s@0.75]","","",""
455,infinity,23,45,85,3,"6x30s/30s @0.85-1.1 [increasing] [pace:increasing] w:r=1 +30s/rd","3x90s/90s @0.85-1.15 w:r=1 rest-30s/rd","1x239s @1.2-1.2",""
456,infinity,23,45,85,3,"4x120s/60s @0.85-1 [increasing] [pace:increasing] w:r=2 +60s/rd","4x180s/120s @0.85-1.15 w:r=1.5 rest-30s/rd","1x180s @1.2-1.2",""
457,max_aerobic_power,23,36,85,1,"21x30s/30s @0.85-1.05 w:r=1","","",""
458,flux,23,42,70,1,"1x2340s [alternating_paces] [flux:120s@0.75]","","",""
459,infinity,23,45,85,3,"4x30s/30s @0.85-1 [increasing] [pace:increasing] w:r=1 +60s/rd","3x180s/180s @0.85-1.15 w:r=1 rest-60s/rd","1x240s @1.2-1.2",""
460,polarized,23,60,70,1,"1x2880s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
461,time_trial,24,10,0,1,"1x600s @max_effort","","",""
462,infinity,24,45,85,3,"3x120s/120s @0.85-0.95 [increasing] [pace:increasing] w:r=1 +120s/rd","6x90s/90s @0.85-1.15 w:r=1 rest-15s/rd","1x300s @1.2-1.2",""
463,max_aerobic_power,24,36,85,1,"4x240s/240s @0.85-1.05 w:r=1","","",""
464,flux,24,42,70,1,"1x2160s [alternating_paces] [flux:120s@0.75]","","",""
465,infinity,24,45,85,3,"3x60s/60s @0.85-0.95 [increasing] [pace:increasing] w:r=1 +120s/rd","4x180s/120s @0.85-1.15 w:r=1.5 rest-30s/rd","1x240s @1.2-1.2",""
466,infinity,24,45,85,3,"4x60s/60s @0.85-1 [increasing] [pace:increasing] w:r=1 +60s/rd","2x120s/120s @0.85-1.15 w:r=1 rest-60s/rd","1x180s @1.2-1.2",""
467,max_aerobic_power,24,36,85,1,"12x90s/90s @0.85-1.05 w:r=1","","",""
468,flux,24,42,70,1,"1x2340s [alternating_paces] [flux:120s@0.75]","","",""
469,infinity,24,45,85,3,"6x30s/30s @0.85-1.1 [increasing] [pace:increasing] w:r=1 +30s/rd","3x90s/90s @0.85-1.15 w:r=1 rest-30s/rd","1x240s @1.2-1.2",""
470,polarized,24,60,70,1,"1x1980s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
471,endurance,24,55,70,1,"1x3300s @0.7-0.7","","",""
472,infinity,24,45,85,3,"4x120s/60s @0.85-1 [increasing] [pace:increasing] w:r=2 +60s/rd","4x120s/120s @0.85-1.15 w:r=1 rest-30s/rd","1x300s @1.2-1.2",""
473,max_aerobic_power,24,36,85,1,"3x360s/360s @0.85-1.05 w:r=1","","",""
474,flux,24,42,70,1,"1x2520s [alternating_paces] [flux:120s@0.75]","","",""
475,infinity,24,45,85,3,"4x30s/30s @0.85-1 [increasing] [pace:increasing] w:r=1 +60s/rd","3x180s/180s @0.85-1.15 w:r=1 rest-30s/rd","1x180s @1.2-1.2",""
476,infinity,24,45,85,3,"3x120s/120s @0.85-0.95 [increasing] [pace:increasing] w:r=1 +120s/rd rest10s/rd","6x90s/90s @0.85-1.15 w:r=1 rest-15s/rd","1x240s @1.2-1.2",""
477,max_aerobic_power,24,36,85,1,"24x30s/30s @0.85-1.05 w:r=1","","",""
478,flux,24,42,70,1,"1x2700s [alternating_paces] [flux:120s@0.75]","","",""
479,infinity,24,45,85,3,"35x60s/60s @0.85-0.95 [increasing] [pace:increasing] w:r=1 +120s/rd","4x180s/120s @0.85-1.15 w:r=1.5 rest-30s/rd","1x300s @1.2-1.2",""
480,polarized,24,60,70,1,"1x3060s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
481,time_trial,25,10,0,1,"1x600s @max_effort","","",""
482,towers,25,36,75,3,"3x120s @0.75-0.9 [continuous] [pace:increasing]","1x300s @0.75-0.9","6x60s/60s @0.8-1.05 [pace:increasing] w:r=1",""
483,endurance,25,45,70,1,"1x2700s @0.7-0.7","","",""
484,interval,25,32,85,1,"6x120s/60s @0.8-1.1 w:r=2","","",""
485,towers,25,37,75,3,"4x90s @0.75-0.9 [continuous] [pace:increasing]","1x600s @0.75-0.9","4x120s/60s @0.8-1.05 [pace:increasing] w:r=2",""
486,towers,25,38,75,3,"4x120s @0.75-0.9 [continuous] [pace:increasing]","1x360s @0.75-0.9","8x30s/30s @0.8-1.05 [pace:increasing] w:r=1",""
487,max_aerobic_power,25,30,85,1,"3x300s/300s @0.85-1.05 w:r=1","","",""
488,polarized,25,56,70,1,"1x2160s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
489,towers,25,39,75,3,"5x60s @0.75-0.9 [continuous] [pace:increasing]","1x540s @0.75-0.9","6x90s/30s @0.8-1.05 [pace:increasing] w:r=3",""
490,interval,25,34,85,1,"4x180s/120s @0.8-1.1 w:r=1.5","","",""
491,interval,25,36,85,1,"6x60s/120s @0.8-1.1 w:r=0.5","","",""
492,towers,25,40,75,3,"3x120s @0.75-0.9 [continuous] [pace:increasing]","1x420s @0.75-0.9","6x60s/60s @0.8-1.05 [pace:increasing] w:r=1",""
493,endurance,25,50,70,1,"1x3000s @0.7-0.7","","",""
494,ascending,25,24,90,1,"10x60s/60s @0.9-1.3 [pace:increasing] w:r=1","","",""
495,towers,25,40,75,3,"4x90s @0.75-0.9 [continuous] [pace:increasing]","1x480s @0.77-0.92","4x120s/60s @0.82-1.07 [pace:increasing] w:r=2",""
496,towers,25,40,75,3,"4x120s @0.75-0.9 [continuous] [pace:increasing]","1x300s @0.78-0.93","8x30s/30s @0.83-1.08 [pace:increasing] w:r=1",""
497,max_aerobic_power,25,32,85,1,"21x30s/30s @0.85-1.05 w:r=1","","",""
498,polarized,25,58,70,1,"1x2520s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
499,towers,25,40,75,3,"5x60s @0.75-0.9 [continuous] [pace:increasing]","1x600s @0.79-0.94","7x90s/30s @0.84-1.09 [pace:increasing] w:r=3",""
500,interval,25,38,85,1,"5x180s/60s @0.8-1.1 w:r=3","","",""
501,time_trial,26,10,0,1,"1x600s @max_effort","","",""
502,towers,26,40,75,3,"3x120s @0.75-0.9 [continuous] [pace:increasing]","1x360s @0.8-0.95","7x60s/60s @0.85-1.1 [pace:increasing] w:r=1",""
503,endurance,26,50,70,1,"1x3000s @0.7-0.7","","",""
504,interval,26,40,85,1,"8x120s/60s @0.8-1.1 w:r=2","","",""
505,towers,26,40,75,3,"4x90s @0.75-0.9 [continuous] [pace:increasing]","1x540s @0.81-0.96","5x120s/60s @0.86-1.11 [pace:increasing] w:r=2",""
506,towers,26,40,75,3,"4x120s @0.75-0.9 [continuous] [pace:increasing]","1x420s @0.82-0.97","10x30s/30s @0.87-1.12 [pace:increasing] w:r=1",""
507,max_aerobic_power,26,34,85,1,"4x240s/240s @0.85-1.05 w:r=1","","",""
508,polarized,26,60,70,1,"1x1980s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
509,towers,26,40,75,3,"5x60s @0.75-0.9 [continuous] [pace:increasing]","1x480s @0.83-0.98","7x90s/30s @0.88-1.13 [pace:increasing] w:r=3",""
510,interval,26,42,85,1,"5x180s/120s @0.8-1.1 w:r=1.5","","",""
511,interval,26,42,85,1,"8x60s/120s @0.8-1.1 w:r=0.5","","",""
512,towers,26,40,75,3,"3x120s @0.75-0.9 [continuous] [pace:increasing]","1x300s @0.84-0.99","7x60s/60s @0.89-1.14 [pace:increasing] w:r=1",""
513,endurance,26,55,70,1,"1x3300s @0.7-0.7","","",""
514,ascending,26,26,90,1,"10x30s/30s @0.9-1.3 [pace:increasing] w:r=1","","",""
515,towers,26,40,75,3,"4x90s @0.75-0.9 [continuous] [pace:increasing]","1x600s @0.85-1","5x120s/60s @0.9-1.15 [pace:increasing] w:r=2",""
516,towers,26,40,75,3,"4x120s @0.75-0.9 [continuous] [pace:increasing]","1x360s @0.86-1.01","10x30s/30s @0.91-1.16 [pace:increasing] w:r=1",""
517,max_aerobic_power,26,36,85,1,"12x90s/90s @0.85-1.05 w:r=1","","",""
518,polarized,26,60,70,1,"1x2700s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
519,towers,26,40,75,3,"5x60s @0.75-0.9 [continuous] [pace:increasing]","1x540s @0.87-1.02","7x90s/30s @0.92-1.17 [pace:increasing] w:r=3",""
520,interval,26,42,85,1,"6x180s/60s @0.8-1.1 w:r=3","","",""
521,time_trial,27,10,0,1,"1x600s @max_effort","","",""
522,towers,27,40,75,3,"3x120s @0.75-0.9 [continuous] [pace:increasing]","1x420s @0.88-1.03","8x60s/60s @0.93-1.18 [pace:increasing] w:r=1",""
523,endurance,27,55,70,1,"1x3300s @0.7-0.7","","",""
524,interval,27,42,85,1,"10x120s/60s @0.8-1.1 w:r=2","","",""
525,towers,27,40,75,3,"4x90s @0.75-0.9 [continuous] [pace:increasing]","1x480s @0.89-1.04","6x120s/60s @0.94-1.19 [pace:increasing] w:r=2",""
526,towers,27,40,75,3,"4x120s @0.75-0.9 [continuous] [pace:increasing]","1x300s @0.9-1.05","12x30s/30s @0.95-1.2 [pace:increasing] w:r=1",""
527,max_aerobic_power,27,36,85,1,"3x300s/300s @0.85-1.05 w:r=1","","",""
528,polarized,27,60,70,1,"1x1800s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
529,towers,27,40,75,3,"5x60s @0.75-0.9 [continuous] [pace:increasing]","1x600s @0.91-1.06","8x90s/30s @0.96-1.21 [pace:increasing] w:r=3",""
530,interval,27,42,85,1,"6x180s/120s @0.8-1.1 w:r=1.5","","",""
531,interval,27,42,85,1,"10x60s/120s @0.8-1.1 w:r=0.5","","",""
532,towers,27,40,75,3,"3x120s @0.75-0.9 [continuous] [pace:increasing]","1x360s @0.92-1.07","48x60s/60s @0.97-1.22 [pace:increasing] w:r=1",""
533,endurance,27,60,70,1,"1x3600s @0.7-0.7","","",""
534,ascending,27,28,90,1,"10x90s/90s @0.9-1.3 [pace:increasing] w:r=1","","",""
535,towers,27,40,75,3,"4x90s @0.75-0.9 [continuous] [pace:increasing]","1x540s @0.93-1.08","6x120s/60s @0.98-1.23 [pace:increasing] w:r=2",""
536,towers,27,40,75,3,"4x120s @0.75-0.9 [continuous] [pace:increasing]","1x420s @0.94-1.09","12x30s/30s @0.99-1.24 [pace:increasing] w:r=1",""
537,max_aerobic_power,27,36,85,1,"24x30s/30s @0.85-1.05 w:r=1","","",""
538,polarized,27,60,70,1,"1x2880s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
539,towers,27,40,75,3,"5x60s @0.75-0.9 [continuous] [pace:increasing]","1x480s @0.95-1.1","9x90s/30s @1-1.25 [pace:increasing] w:r=3",""
540,interval,27,42,85,1,"8x180s/60s @0.8-1.1 w:r=3","","",""
541,time_trial,28,10,0,1,"1x600s @max_effort","","",""
542,afterburner,28,36,80,3,"4x15s/45s @max_effort w:r=0.33","1x240s @0.75-0.85","4x90s/90s @0.8-0.95 [pace:increasing] w:r=1",""
543,endurance,28,45,70,1,"1x2700s @0.7-0.7","","",""
544,interval,28,32,85,1,"16x90s/30s @0.8-1.1 w:r=3","","",""
545,afterburner,28,37,80,3,"3x30s/90s @max_effort w:r=0.33","1x540s @0.76-0.86","6x60s/30s @0.81-0.96 [pace:increasing] w:r=2",""
546,afterburner,28,38,80,3,"4x15s/45s @max_effort w:r=0.33","1x300s @0.77-0.87","8x30s/30s @0.82-0.97 [pace:increasing] w:r=1",""
547,polarized,28,56,70,1,"1x2700s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
548,interval,28,34,85,1,"17x100s/33s @0.8-1.1 w:r=3.03","","",""
549,afterburner,28,39,80,3,"3x30s/90s @max_effort w:r=0.33","1x480s @0.78-0.88","4x120s/60s @0.83-0.98 [pace:increasing] w:r=2",""
550,endurance,28,50,70,1,"1x3000s @0.7-0.7","","",""
551,afterburner,28,40,80,3,"4x15s/45s @max_effort w:r=0.33","1x360s @0.79-0.89","6x60s/60s @0.84-0.99 [pace:increasing] w:r=1",""
552,interval,28,36,85,1,"18x110s/37s @0.8-1.1 w:r=2.97","","",""
553,polarized,28,58,70,1,"1x1800s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
554,afterburner,28,41,80,3,"3x30s/90s @max_effort w:r=0.33","1x420s @0.8-0.9","3x180s/90s @0.85-1 [pace:increasing] w:r=2",""
555,interval,28,38,85,1,"19x120s/40s @0.8-1.1 w:r=3","","",""
556,afterburner,28,42,80,3,"4x15s/45s @max_effort w:r=0.33","1x240s @0.81-0.91","3x120s/120s @0.86-1.01 [pace:increasing] w:r=1",""
557,endurance,28,50,70,1,"1x3000s @0.7-0.7","","",""
558,interval,28,40,85,1,"20x130s/43s @0.8-1.1 w:r=3.02","","",""
559,afterburner,28,42,80,3,"3x30s/90s @max_effort w:r=0.33","1x540s @0.82-0.92","8x40s/20s @0.87-1.02 [pace:increasing] w:r=2",""
560,polarized,28,60,70,1,"1x2880s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
561,time_trial,29,10,0,1,"1x600s @max_effort","","",""
562,afterburner,29,42,80,3,"5x15s/45s @max_effort w:r=0.33","1x300s @0.83-0.93","4x90s/90s @0.88-1.03 [pace:increasing] w:r=1",""
563,endurance,29,55,70,1,"1x3300s @0.7-0.7","","",""
564,interval,29,40,85,1,"20x140s/47s @0.8-1.1 w:r=2.98","","",""
565,afterburner,29,42,80,3,"4x30s/90s @max_effort w:r=0.33","1x480s @0.84-0.94","6x60s/30s @0.89-1.04 [pace:increasing] w:r=2",""
566,afterburner,29,42,80,3,"5x15s/45s @max_effort w:r=0.33","1x360s @0.85-0.95","8x30s/30s @0.9-1.05 [pace:increasing] w:r=1",""
567,polarized,29,60,70,1,"1x2340s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
568,interval,29,42,85,1,"20x150s/50s @0.8-1.1 w:r=3","","",""
569,afterburner,29,42,80,3,"4x30s/90s @max_effort w:r=0.33","1x420s @0.86-0.96","4x120s/60s @0.91-1.06 [pace:increasing] w:r=2",""
570,endurance,29,55,70,1,"1x3300s @0.7-0.7","","",""
